postcode,construction_age_band,in_conservation_area
NW10 8PL,1900-1929,0
NW10 7DE,1900-1929,0
HA0 4DW,1930-1949,0
HA9 8BD,1930-1949,0
HA9 8BE,2012-onwards,0
HA9 6EU,2012-onwards,0
HA9 6BE,pre-1900,0
HA9 6ET,2012-onwards,0
HA9 6EE,2012-onwards,0
HA9 7DU,1900-1929,0
HA9 0AP,2012-onwards,0
HA9 0PG,2012-onwards,0
HA9 0FH,1996-2011,0
HA9 0HS,2012-onwards,0
HA9 0SN,2012-onwards,0
HA9 0PQ,2012-onwards,0
HA9 0QS,2012-onwards,0
HA9 0JY,2012-onwards,0
HA9 0QP,2012-onwards,0
HA9 0SL,2012-onwards,0
HA9 0PY,2012-onwards,0
HA9 0NT,2012-onwards,0
HA9 0AY,2012-onwards,0
HA9 0AZ,2012-onwards,0
HA9 0PZ,2012-onwards,0
HA9 0PJ,2012-onwards,0
HA9 0QN,2012-onwards,0
HA9 0JU,2012-onwards,0
HA9 0FN,1996-2011,0
HA9 0NY,2012-onwards,0
HA9 0PN,2012-onwards,0
HA9 0QA,2012-onwards,0
HA9 0AW,2012-onwards,0
HA9 0JZ,2012-onwards,0
HA9 0QR,2012-onwards,0
HA9 0NR,2012-onwards,0
HA9 0BB,2012-onwards,0
HA9 0FL,1996-2011,0
W10 4BB,1996-2011,0
W10 4BH,2012-onwards,0
HA0 4QD,1900-1929,0
HA0 4QG,1900-1929,0
HA0 4SQ,1900-1929,0
HA0 4PY,1900-1929,0
NW9 0JA,1930-1949,0
NW9 0NW,1983-1995,0
NW6 7BA,1996-2011,0
NW6 7BH,1930-1949,0
NW6 7BS,1967-1982,0
NW6 7YH,1930-1949,0
NW6 7YG,pre-1900,0
HA0 1TZ,1930-1949,0
HA0 4PJ,1950-1966,0
HA0 1TS,1930-1949,0
HA0 4PL,1930-1949,0
HA0 4LP,1967-1982,0
N17 9YH,pre-1900,0
N17 0JY,1950-1966,0
N15 4HE,1967-1982,0
N15 5AE,1900-1929,1
HA0 4HL,1930-1949,0
HA0 1SG,1930-1949,0
HA0 1SQ,1900-1929,0
N15 6UD,1900-1929,0
N15 6UH,1900-1929,0
N17 9TT,1900-1929,1
N17 9GT,2012-onwards,0
HA0 1GR,2012-onwards,0
HA0 1GL,2012-onwards,0
HA0 1GH,2012-onwards,0
HA0 1ET,1930-1949,0
HA9 0FR,2012-onwards,0
HA9 0LE,2012-onwards,0
HA9 0LG,2012-onwards,0
HA9 7JJ,1930-1949,0
NW9 8BN,1930-1949,0
NW9 8BR,1930-1949,0
NW9 8XB,1930-1949,0
NW9 8TU,1930-1949,0
N15 4HA,1983-1995,1
N15 5AD,1900-1929,1
HA9 8PH,2012-onwards,0
HA9 8PQ,1996-2011,0
HA0 3AZ,1930-1949,0
HA0 3AY,1950-1966,0
HA0 3FA,1930-1949,0
HA0 1TX,2012-onwards,0
HA0 1HJ,2012-onwards,0
HA0 1HU,1930-1949,0
N8 7FN,2012-onwards,0
N8 7FP,2012-onwards,0
W10 4AL,1996-2011,0
NW10 3NA,1900-1929,0
NW10 3JD,1900-1929,1
NW10 3NW,1996-2011,0
W10 4AD,1983-1995,0
NW10 5BT,pre-1900,1
NW10 8GU,2012-onwards,0
NW10 8GR,2012-onwards,0
NW10 8GT,2012-onwards,0
N4 1TD,1900-1929,0
N15 6AQ,1996-2011,0
N4 1UP,1983-1995,0
N8 0EP,1996-2011,0
N8 0EE,1996-2011,0
N8 0EN,1950-1966,0
N17 9RW,2012-onwards,0
N17 9RF,2012-onwards,0
N17 9QY,2012-onwards,0
N17 9JT,1996-2011,0
N17 9NT,2012-onwards,0
N17 9FW,1996-2011,0
N17 9QN,2012-onwards,0
N17 9NL,2012-onwards,0
N17 9ST,2012-onwards,0
N17 9LS,2012-onwards,0
N17 9RZ,2012-onwards,0
N17 9GZ,2012-onwards,0
N17 9LG,2012-onwards,0
N17 9SU,2012-onwards,0
N17 9QZ,2012-onwards,0
N17 9ZS,2012-onwards,0
N17 9JU,1996-2011,0
N17 9QW,2012-onwards,0
N17 9LU,2012-onwards,0
N17 9GS,2012-onwards,0
N17 9NW,2012-onwards,0
N17 9GW,2012-onwards,0
N17 9GR,2012-onwards,0
N17 9GQ,2012-onwards,0
N17 9FY,1996-2011,0
N17 9JZ,1996-2011,0
N17 9LT,2012-onwards,0
N17 9GA,1996-2011,0
N17 9LB,pre-1900,0
N17 9EX,1930-1949,0
N22 6AF,1996-2011,0
N22 6UX,1996-2011,0
N15 4DY,1967-1982,0
N15 4FJ,2012-onwards,0
N15 4FL,2012-onwards,0
NW10 8HF,2012-onwards,0
NW10 8GL,1996-2011,0
NW10 8HZ,2012-onwards,0
NW10 8GY,2012-onwards,0
HA9 8RS,1996-2011,0
NW9 9TA,1930-1949,0
NW9 9QZ,1996-2011,0
NW6 7BR,1967-1982,0
NW6 7BT,1930-1949,0
HA9 0GF,2012-onwards,0
HA9 0GE,2012-onwards,0
NW2 3UY,1900-1929,1
NW2 3AP,pre-1900,1
NW2 3AS,1900-1929,1
NW2 3AR,1950-1966,1
NW2 3AQ,1930-1949,1
HA9 0GY,2012-onwards,0
HA9 0EF,2012-onwards,0
HA9 0GR,2012-onwards,0
N17 9AT,1900-1929,0
N17 9FQ,1996-2011,0
N17 9QP,1900-1929,0
N17 9QU,1900-1929,0
HA0 1NY,1930-1949,0
HA0 1QH,1930-1949,0
HA0 1SH,1930-1949,0
HA0 1NX,1930-1949,0
HA0 1NP,2012-onwards,0
HA0 1PA,1967-1982,0
HA0 1NZ,1900-1929,0
HA0 1QF,1930-1949,0
HA9 7HL,1996-2011,0
HA9 0UE,2012-onwards,0
HA9 0TR,2012-onwards,0
HA9 0TQ,2012-onwards,0
HA9 0TT,2012-onwards,0
HA9 0UF,2012-onwards,0
HA9 0UB,2012-onwards,0
N15 6HA,pre-1900,0
N15 6HH,1900-1929,0
N15 6HB,1900-1929,0
N15 6RA,1900-1929,0
N22 6ED,2012-onwards,0
N22 6LP,pre-1900,1
NW10 9NU,1900-1929,0
NW10 9NS,1900-1929,0
NW10 9NX,1900-1929,0
NW10 9TT,1950-1966,0
NW10 9NT,1900-1929,0
HA0 4PX,2012-onwards,0
HA0 1LG,1950-1966,0
HA0 1QL,2012-onwards,0
HA0 4GP,2012-onwards,0
HA0 4PZ,2012-onwards,0
HA0 1BH,1930-1949,0
HA9 0GJ,2012-onwards,0
HA9 0GH,2012-onwards,0
HA9 0FZ,2012-onwards,0
HA8 5HX,1950-1966,0
HA8 5JA,1930-1949,0
NW6 5FS,2012-onwards,0
NW6 6BF,2012-onwards,0
NW6 5FT,2012-onwards,0
NW9 0FB,2012-onwards,0
NW9 0FA,2012-onwards,0
NW9 0EE,2012-onwards,0
HA0 3DF,1930-1949,0
HA0 3EJ,1930-1949,0
HA0 3AX,1900-1929,0
N17 9TR,1950-1966,1
N17 9UG,1996-2011,1
N17 9UE,1950-1966,1
N17 9XE,1930-1949,1
N17 9TX,1950-1966,0
N17 9UD,1967-1982,0
N17 9UJ,1950-1966,1
N17 9TP,1900-1929,1
N8 7PW,1967-1982,0
N8 7FS,2012-onwards,0
N8 7FG,2012-onwards,0
N8 7FH,2012-onwards,0
N8 7FF,2012-onwards,0
N8 7SA,2012-onwards,0
NW6 5FF,2012-onwards,0
NW6 5DD,1996-2011,0
NW6 5EJ,2012-onwards,0
NW6 5EZ,2012-onwards,0
NW6 5FJ,2012-onwards,0
N8 0DR,2012-onwards,0
N8 0JE,pre-1900,0
N8 0HU,pre-1900,0
NW9 9DS,2012-onwards,0
NW9 9DZ,2012-onwards,0
NW9 9DP,2012-onwards,0
NW9 9DR,2012-onwards,0
NW9 9DF,2012-onwards,0
HA9 7HE,1996-2011,0
HA9 7HB,1996-2011,0
HA0 1JR,1900-1929,0
HA0 1JT,1930-1949,0
HA0 1JS,1900-1929,0
N6 5DR,1900-1929,1
N6 5NQ,pre-1900,1
N6 5DF,1900-1929,0
N6 5DE,pre-1900,0
N15 4FW,2012-onwards,0
N15 4FA,2012-onwards,0
N15 4FU,2012-onwards,0
N15 4FH,2012-onwards,0
N17 9BH,1930-1949,0
N17 9AU,1900-1929,0
NW6 5DE,1967-1982,0
NW6 5DG,1967-1982,0
HA0 1RQ,2012-onwards,0
HA0 1RP,2012-onwards,0
HA0 4ED,1930-1949,0
HA0 4HA,1930-1949,0
HA0 4HB,1983-1995,0
N6 5XR,1983-1995,0
N6 5NW,1967-1982,0
N6 5EF,1996-2011,0
N6 5XD,1967-1982,0
N6 5FB,1996-2011,0
N6 5FD,2012-onwards,0
N6 5ND,1967-1982,0
NW10 8RP,1996-2011,0
NW10 8RN,1996-2011,0
N10 3EY,2012-onwards,1
N10 3FB,2012-onwards,1
N10 3EW,2012-onwards,1
N10 3EU,2012-onwards,1
N10 3FA,2012-onwards,1
HA0 4YS,pre-1900,0
HA0 4YF,1983-1995,0
HA0 4YD,1983-1995,0
HA0 4YL,1996-2011,0
HA0 4YT,1996-2011,0
HA0 1HN,1930-1949,0
HA0 1JD,1930-1949,0
HA0 1HA,2012-onwards,0
HA0 1JP,2012-onwards,0
HA0 1HT,1930-1949,0
HA0 1LH,1967-1982,0
HA0 1JE,1900-1929,0
HA0 1HP,1930-1949,0
N15 3HR,2012-onwards,0
N8 0RP,1900-1929,0
N8 0RX,1996-2011,0
N15 3FE,2012-onwards,0
N8 0RA,2012-onwards,0
N15 3JA,1900-1929,0
N15 3FA,2012-onwards,0
N8 0AH,1900-1929,0
N15 3HS,2012-onwards,0
N15 3FB,2012-onwards,0
N15 3FD,2012-onwards,0
NW9 0AU,2012-onwards,0
NW9 0BQ,2012-onwards,0
NW9 0BF,2012-onwards,0
NW9 0AW,2012-onwards,0
HA9 8JH,1983-1995,0
HA0 4SU,1950-1966,0
HA0 4UD,1900-1929,0
HA0 4TY,1930-1949,0
HA0 4RE,1930-1949,0
HA9 0UT,2012-onwards,0
HA9 0US,2012-onwards,0
HA9 0AX,2012-onwards,0
HA9 0LX,2012-onwards,0
HA9 0PS,2012-onwards,0
HA9 0PF,2012-onwards,0
HA9 0PR,2012-onwards,0
HA9 0AU,2012-onwards,0
HA9 0BA,2012-onwards,0
HA9 0AL,1930-1949,0
HA9 0QJ,2012-onwards,0
HA9 0AG,1983-1995,0
HA9 0UY,2012-onwards,0
HA9 0AR,1930-1949,0
HA9 0UW,2012-onwards,0
HA9 0PH,2012-onwards,0
HA9 0AF,2012-onwards,0
N8 0EL,2012-onwards,0
N8 0EJ,2012-onwards,0
N8 0EH,2012-onwards,0
HA3 0AA,1930-1949,0
N17 8FE,2012-onwards,0
N8 0LS,1967-1982,0
N8 0DZ,1983-1995,0
N8 0EA,pre-1900,0
N8 0DW,1996-2011,0
NW9 0LJ,1930-1949,1
NW9 0LG,1930-1949,0
NW9 0UD,1930-1949,0
NW9 0LH,1950-1966,1
NW9 0UT,1930-1949,0
NW9 0NB,1950-1966,1
NW9 0LL,1900-1929,0
HA9 8AS,1900-1929,0
HA9 8BB,1930-1949,0
HA9 8AY,1930-1949,0
HA9 8AU,1967-1982,0
HA9 7FA,2012-onwards,0
HA9 7AX,1996-2011,0
HA0 4AP,1967-1982,0
HA0 4AH,2012-onwards,0
HA9 7EY,1996-2011,0
HA0 4TH,pre-1900,0
HA0 4BA,1930-1949,0
HA0 4BL,1900-1929,0
HA0 4DH,1930-1949,0
HA0 4AZ,1950-1966,0
HA0 4DL,1930-1949,0
HA0 4DJ,1930-1949,0
HA0 4DB,1983-1995,0
HA0 4DN,1930-1949,0
NW9 0BR,2012-onwards,0
NW9 0DB,2012-onwards,0
NW9 0AZ,2012-onwards,0
HA9 7FN,2012-onwards,0
HA9 7FG,2012-onwards,0
HA9 7RH,2012-onwards,0
HA9 7FL,2012-onwards,0
HA9 6AH,1900-1929,0
NW10 2QR,1900-1929,0
NW10 2QS,1900-1929,0
NW10 2TJ,1996-2011,1
NW10 2TH,1996-2011,0
HA0 4HE,1930-1949,0
HA0 4HF,1930-1949,0
NW2 6LD,2012-onwards,0
NW2 6EU,1950-1966,0
NW2 6HL,1900-1929,0
NW2 6EB,1930-1949,0
NW2 6HJ,1930-1949,0
NW2 6RT,1967-1982,0
NW2 6LB,1930-1949,0
HA0 4SJ,1900-1929,0
HA0 4SH,1996-2011,0
HA0 4QP,1930-1949,0
HA9 0LR,2012-onwards,0
HA9 0LS,2012-onwards,0
HA9 0LY,2012-onwards,0
HA9 0LU,2012-onwards,0
N4 1DN,1996-2011,0
N15 6HD,1900-1929,0
NW10 7GD,2012-onwards,0
NW10 7FT,2012-onwards,0
NW10 7GE,2012-onwards,0
NW10 7FR,2012-onwards,0
NW10 7FS,2012-onwards,0
N17 0NU,1900-1929,0
N17 0JX,1996-2011,0
N17 0JU,pre-1900,0
N17 9YJ,pre-1900,0
N17 9XW,1967-1982,0
N17 0JZ,1967-1982,0
NW10 8GP,2012-onwards,0
NW10 8GN,2012-onwards,0
NW10 8SA,1996-2011,0
NW10 8GQ,2012-onwards,0
N17 8EU,2012-onwards,0
N17 8ET,2012-onwards,0
N17 8EY,1900-1929,1
N17 8FA,2012-onwards,0
N17 8ES,1950-1966,1
N8 7QF,1996-2011,1
N8 7GD,2012-onwards,0
N15 4GL,2012-onwards,0
N15 4FX,2012-onwards,0
N15 4FZ,2012-onwards,0
N15 4EB,2012-onwards,0
N15 4GB,2012-onwards,0
N17 9FT,1996-2011,0
N17 9FP,1996-2011,0
N17 9FS,1996-2011,0
N17 9GG,1996-2011,0
NW6 7BL,2012-onwards,0
NW6 7BF,1996-2011,0
NW6 7XF,pre-1900,1
NW6 7YF,1996-2011,0
NW9 0JF,1930-1949,0
HA0 4JY,1930-1949,0
HA0 4JX,1900-1929,0
N15 6LB,1900-1929,0
N17 9FG,1996-2011,0
N17 9FH,1996-2011,0
N15 4BD,1930-1949,0
N15 4EA,1900-1929,0
N17 9NX,1900-1929,0
NW6 5BW,1996-2011,0
NW6 5BR,2012-onwards,0
NW6 5DU,1950-1966,0
NW6 5BT,1950-1966,0
N17 9FF,1996-2011,0
N22 6ST,1967-1982,0
N22 6SS,1983-1995,0
N22 6SX,1900-1929,1
N22 6UY,1967-1982,0
N22 6UZ,1900-1929,0
N22 6UH,1967-1982,0
HA0 4UW,1900-1929,0
HA0 4UL,1900-1929,0
N10 3NG,1900-1929,1
N10 3BA,1900-1929,1
N10 3BB,pre-1900,1
N10 3HT,1900-1929,1
NW10 8BJ,1996-2011,0
NW10 8DF,1996-2011,0
N22 6LS,1900-1929,1
N22 6LL,pre-1900,1
N22 6LN,1900-1929,1
N22 6JU,1900-1929,1
NW10 7FU,2012-onwards,0
NW10 7FE,1996-2011,0
NW10 7FX,2012-onwards,0
N17 9FU,2012-onwards,0
NW10 9HX,1967-1982,0
NW10 9HU,1967-1982,0
NW10 9NH,1900-1929,0
NW9 0FP,2012-onwards,0
NW9 0FR,2012-onwards,0
NW9 0FQ,2012-onwards,0
NW9 0FL,2012-onwards,0
NW9 0FJ,2012-onwards,0
NW9 0FN,2012-onwards,0
NW9 8TX,1930-1949,0
NW9 8TY,1930-1949,0
HA0 4EY,1930-1949,0
HA0 4EE,1930-1949,0
HA0 4EB,1930-1949,0
HA0 4EZ,1900-1929,0
HA0 4EQ,1996-2011,0
NW10 9AF,2012-onwards,0
NW10 2AZ,1996-2011,0
NW10 9SL,1930-1949,0
HA0 4HG,1930-1949,0
HA0 4HD,pre-1900,0
HA9 0FY,2012-onwards,0
HA9 0FX,2012-onwards,0
HA9 6ER,2012-onwards,0
HA9 6EW,2012-onwards,0
HA9 8AB,1900-1929,0
HA9 6ES,2012-onwards,0
HA9 6BA,1900-1929,0
HA9 6EJ,2012-onwards,0
HA9 8AF,1967-1982,0
HA9 6AZ,1900-1929,0
N8 0SD,pre-1900,0
N8 0SE,1900-1929,0
HA0 1UD,1930-1949,0
HA0 4HN,1930-1949,0
HA9 0UR,2012-onwards,0
HA9 0UJ,2012-onwards,0
HA9 0QG,2012-onwards,0
HA9 0GN,2012-onwards,0
HA9 0UL,2012-onwards,0
HA9 0GW,2012-onwards,0
HA9 0UQ,2012-onwards,0
HA9 0GP,2012-onwards,0
HA9 0UP,2012-onwards,0
N17 9GE,1996-2011,0
N17 9GJ,2012-onwards,0
N17 9GD,2012-onwards,0
NW10 3UA,1900-1929,0
NW10 3UD,1930-1949,0
HA9 8NY,1930-1949,0
HA9 8NZ,1900-1929,0
HA9 8FF,2012-onwards,0
HA9 8NU,1900-1929,0
HA9 8NT,1900-1929,0
NW10 4DH,1900-1929,0
NW10 4XH,1950-1966,0
NW10 4BS,1950-1966,0
HA9 0TF,2012-onwards,0
HA9 0GD,2012-onwards,0
HA9 0GB,2012-onwards,0
NW10 7GF,2012-onwards,0
NW10 7AL,2012-onwards,0
NW10 7GG,2012-onwards,0
NW10 7RB,1900-1929,0
NW10 7FP,1996-2011,0
NW10 7FN,1996-2011,0
NW10 7LS,2012-onwards,0
NW10 7LE,2012-onwards,0
NW9 9QA,2012-onwards,0
NW9 9BS,2012-onwards,0
NW9 9BT,2012-onwards,0
NW9 9BQ,2012-onwards,0
NW9 9BP,2012-onwards,0
N17 9HE,1900-1929,0
N17 9HG,1900-1929,0
N17 9HH,pre-1900,0
NW2 7FH,2012-onwards,0
NW2 7BF,2012-onwards,0
NW2 7EL,2012-onwards,0
NW2 7FG,2012-onwards,0
NW2 7DZ,1983-1995,0
NW2 7DY,1930-1949,0
NW2 6HX,1930-1949,0
NW2 6HZ,1900-1929,0
NW2 6JA,1930-1949,0
NW2 6HY,1930-1949,0
NW2 6HU,1930-1949,0
NW9 0DD,2012-onwards,0
NW9 0DW,2012-onwards,0
NW9 0FE,2012-onwards,0
NW9 6NJ,pre-1900,0
NW9 0FG,2012-onwards,0
NW9 0FD,2012-onwards,0
NW9 6NL,1930-1949,0
NW9 0FF,2012-onwards,0
NW2 6FA,2012-onwards,0
NW2 7HB,1967-1982,0
NW2 7HH,1996-2011,0
NW2 7UH,1900-1929,0
NW2 7JL,1930-1949,0
N17 9BG,1930-1949,0
N17 9BE,1900-1929,0
N17 9BB,1900-1929,0
NW10 9HS,1967-1982,0
NW10 9HQ,1996-2011,0
NW10 9JA,pre-1900,0
NW2 6EX,1900-1929,0
NW2 6HH,1930-1949,0
HA9 6BF,2012-onwards,0
HA9 6DB,2012-onwards,0
HA9 6AG,1930-1949,0
NW10 8GH,1996-2011,0
HA3 0AB,1930-1949,0
HA3 0AD,1983-1995,0
HA1 3TP,1967-1982,0
N8 7FR,2012-onwards,0
N8 7FQ,2012-onwards,0
HA0 4GH,1996-2011,0
HA0 4GJ,1996-2011,0
HA0 4GF,1996-2011,0
HA0 4GE,1996-2011,0
HA9 0SH,2012-onwards,0
HA9 0SB,2012-onwards,0
HA9 0QW,2012-onwards,0
HA9 0SD,2012-onwards,0
HA9 0JS,2012-onwards,0
HA9 0RY,2012-onwards,0
HA9 0SJ,2012-onwards,0
HA9 0QU,2012-onwards,0
HA9 0SE,2012-onwards,0
HA9 0SF,2012-onwards,0
HA9 0SG,2012-onwards,0
HA9 0SA,2012-onwards,0
HA9 0FT,2012-onwards,0
HA9 0GS,2012-onwards,0
HA9 0GT,2012-onwards,0
HA9 0FU,2012-onwards,0
HA9 0FW,2012-onwards,0
HA9 0GQ,2012-onwards,0
HA9 0HJ,1996-2011,0
HA9 0HL,1996-2011,0
HA9 0HN,1996-2011,0
HA9 0AB,1996-2011,0
HA9 0RH,1996-2011,0
HA9 0RB,1996-2011,0
HA9 6JX,1930-1949,0
HA9 6JT,1930-1949,0
HA9 6JY,1930-1949,0
HA9 6LA,1930-1949,0
HA9 6JZ,1930-1949,0
HA9 0SW,2012-onwards,0
HA9 0TN,2012-onwards,0
HA9 0BX,2012-onwards,0
HA9 0SY,2012-onwards,0
HA9 0SQ,2012-onwards,0
HA9 0HZ,2012-onwards,0
HA9 0QE,2012-onwards,0
HA9 0TD,2012-onwards,0
HA9 0SR,2012-onwards,0
HA9 0TA,2012-onwards,0
HA9 0SZ,2012-onwards,0
HA9 0TE,2012-onwards,0
HA9 0QB,2012-onwards,0
HA9 0SS,2012-onwards,0
HA9 6LY,1930-1949,0
HA9 6LX,1930-1949,0
HA9 6SF,1930-1949,0
HA9 6LZ,1930-1949,0
HA9 6LR,1950-1966,0
W3 8NE,2012-onwards,0
W3 8EJ,1967-1982,1
W3 8JN,1930-1949,0
W3 8EL,2012-onwards,1
W3 8EN,1967-1982,1
W3 8JW,2012-onwards,0
W3 8EH,1930-1949,1
W3 8RF,2012-onwards,0
UB1 2EA,1900-1929,0
UB1 2EB,1900-1929,0
UB1 1QL,1900-1929,0
UB1 1QJ,1930-1949,0
UB1 1NN,1996-2011,0
UB1 2EE,1967-1982,0
UB1 1AT,1983-1995,0
UB1 1BF,1967-1982,0
UB1 1AY,1996-2011,0
UB1 1BH,1967-1982,0
UB1 2AS,1930-1949,0
W13 9LX,1983-1995,0
W13 9BQ,2012-onwards,0
W13 9YR,1950-1966,0
W13 9FQ,2012-onwards,0
W13 9FU,2012-onwards,0
W13 9BL,2012-onwards,0
W13 9DZ,2012-onwards,0
W13 9YU,1967-1982,0
W13 9AY,2012-onwards,0
W13 9HB,2012-onwards,0
W13 9YJ,1950-1966,0
W13 9BN,2012-onwards,0
W13 9BG,pre-1900,0
W13 9YN,1967-1982,0
W13 9YH,2012-onwards,0
TW8 0SU,2012-onwards,0
TW8 0SB,2012-onwards,0
TW8 0SP,2012-onwards,0
TW8 0RZ,2012-onwards,0
TW8 0SL,2012-onwards,0
TW8 0SN,2012-onwards,0
TW8 0SJ,2012-onwards,0
W4 5BB,2012-onwards,0
TW8 0SS,2012-onwards,0
TW8 0ST,2012-onwards,0
TW8 0EG,1983-1995,1
TW8 0RY,2012-onwards,0
TW8 0EW,1900-1929,1
TW8 0SR,2012-onwards,0
TW8 8FF,2012-onwards,0
TW8 8LF,1996-2011,1
TW8 8FG,2012-onwards,0
TW8 8FD,2012-onwards,0
TW8 8FU,2012-onwards,0
TW8 8HP,1996-2011,1
TW8 8LE,2012-onwards,0
TW8 8FQ,2012-onwards,0
TW8 8FP,2012-onwards,0
TW8 8FS,2012-onwards,0
TW8 8FR,2012-onwards,0
W3 7FH,1996-2011,0
W3 7FG,1930-1949,0
W3 7BE,1996-2011,0
W3 7FD,1930-1949,0
W3 7BY,1996-2011,0
W5 4BT,1900-1929,0
TW8 9FZ,2012-onwards,0
W3 7AL,1930-1949,0
W3 7AA,1930-1949,0
W3 7AD,1930-1949,0
W3 7AE,1950-1966,0
W3 7AB,1930-1949,0
W3 7AH,1930-1949,0
W3 7EQ,1930-1949,0
W3 7AR,1930-1949,0
W3 7AJ,1930-1949,0
W3 7HB,1930-1949,0
W3 7BP,1930-1949,0
TW3 3EP,1930-1949,0
TW3 3EW,1900-1929,0
TW3 3EN,1900-1929,0
TW8 0QL,1950-1966,0
TW8 0PX,1983-1995,0
TW8 0PU,1967-1982,0
TW3 3LZ,2012-onwards,0
TW3 3PR,1900-1929,0
TW3 3GL,2012-onwards,0
TW3 3NR,2012-onwards,0
TW3 3NT,1930-1949,0
TW3 3JS,2012-onwards,0
TW3 3PJ,1983-1995,0
TW3 3PU,1950-1966,0
TW3 3LF,1930-1949,0
TW3 3LH,1930-1949,0
TW3 1AS,2012-onwards,0
TW3 1AR,2012-onwards,0
TW7 4AD,1930-1949,0
TW3 1SF,1930-1949,0
TW7 4HU,1967-1982,0
TW3 1SG,1950-1966,0
TW3 1PN,1930-1949,0
TW3 1RF,2012-onwards,0
TW3 1SD,1996-2011,0
TW7 4ES,pre-1900,0
TW3 4AX,1983-1995,0
TW3 4HA,1950-1966,0
TW3 4BF,1950-1966,0
TW3 4EZ,pre-1900,0
TW4 6AN,1930-1949,0
TW3 3BP,1967-1982,0
TW3 3EQ,1930-1949,0
TW3 3HP,1930-1949,0
TW3 3FU,2012-onwards,0
TW3 3ED,1983-1995,0
TW13 5LQ,1967-1982,0
TW13 5LG,1950-1966,0
TW13 6BW,pre-1900,0
TW13 6BY,1996-2011,0
W3 8FJ,1996-2011,0
W3 8FT,2012-onwards,0
W3 8FU,2012-onwards,0
W3 8FB,2012-onwards,0
W3 8FA,2012-onwards,0
W3 8FD,1996-2011,0
TW4 5DZ,2012-onwards,0
NW10 6TU,pre-1900,1
NW10 6TT,1900-1929,1
NW10 6LB,1983-1995,0
NW10 6PL,1930-1949,0
W3 8BA,1950-1966,0
W3 8YP,2012-onwards,0
W3 8YS,2012-onwards,0
W3 8YT,2012-onwards,0
W3 8YR,2012-onwards,0
W3 8PX,1930-1949,0
W3 6NH,2012-onwards,0
W3 8YJ,2012-onwards,0
W3 8NL,2012-onwards,0
W3 8BQ,2012-onwards,0
TW4 7LX,1930-1949,0
TW4 7LS,1930-1949,0
TW4 6EJ,1930-1949,0
UB2 4JH,1930-1949,0
UB2 5QT,1930-1949,0
UB2 5RW,1930-1949,0
UB2 5QX,1930-1949,0
UB2 4JJ,1900-1929,1
UB2 5TN,1950-1966,0
UB2 5TW,1930-1949,0
UB2 5TP,1930-1949,0
TW4 6AW,1996-2011,0
TW4 6EN,1930-1949,0
TW4 6AY,1930-1949,0
TW3 1BY,2012-onwards,0
TW3 1DZ,2012-onwards,0
TW3 1DY,2012-onwards,0
TW3 1AT,2012-onwards,0
TW3 1AW,2012-onwards,0
TW3 1DU,2012-onwards,0
TW3 1DT,2012-onwards,0
UB1 3RA,1983-1995,0
UB1 3JH,1930-1949,0
UB1 3RW,1996-2011,0
UB1 3RN,1996-2011,0
UB1 3RF,1967-1982,0
UB1 3RE,1996-2011,0
UB1 3RB,1996-2011,0
W7 2LP,1930-1949,0
W7 2LJ,1930-1949,0
W7 2BE,1967-1982,0
TW8 9HY,1983-1995,0
TW8 9GX,1983-1995,0
TW8 9HX,1983-1995,0
TW8 9ZD,1983-1995,0
W3 6DJ,1930-1949,0
W3 6BT,1996-2011,0
W3 6HU,2012-onwards,0
W3 6BF,1996-2011,0
W3 6UN,1930-1949,0
W3 6BZ,1930-1949,0
W3 6LB,2012-onwards,0
W3 6AD,1996-2011,0
TW8 9GP,2012-onwards,0
TW8 9GJ,2012-onwards,0
TW8 9GH,2012-onwards,0
TW8 9GQ,2012-onwards,0
TW8 9GN,2012-onwards,0
TW3 4BQ,1967-1982,0
TW3 4BJ,1930-1949,0
TW3 4AZ,1983-1995,0
TW7 7DD,1950-1966,1
TW7 7FA,2012-onwards,1
W5 5BZ,2012-onwards,1
W5 2AZ,1996-2011,1
W5 2BE,2012-onwards,1
W5 2BF,2012-onwards,1
W5 5BT,2012-onwards,1
W5 5AH,1930-1949,1
W3 8YG,2012-onwards,0
W3 8DR,2012-onwards,0
W3 8TF,2012-onwards,0
W3 8YD,2012-onwards,0
W3 8PQ,2012-onwards,0
TW8 9JP,1930-1949,0
TW8 9JL,1900-1929,0
TW8 9JB,1930-1949,0
W3 8YH,2012-onwards,0
W3 8YN,2012-onwards,0
UB6 0FJ,2012-onwards,0
UB6 0SA,1967-1982,0
UB6 0FF,2012-onwards,0
UB6 0SP,1967-1982,0
UB6 0FG,2012-onwards,0
UB6 0FH,2012-onwards,0
TW3 1BF,2012-onwards,0
TW3 1BG,2012-onwards,0
TW3 1PX,1930-1949,0
TW8 0DQ,1967-1982,0
TW8 0DG,1967-1982,0
TW8 0DE,1967-1982,0
TW8 0DF,1967-1982,0
UB5 5DZ,1930-1949,0
UB5 5EA,1930-1949,0
UB5 5DY,1930-1949,0
UB5 5RQ,1930-1949,0
TW4 6HR,1950-1966,0
TW4 6DQ,1996-2011,0
TW4 6DA,1996-2011,0
TW4 6DT,1996-2011,0
TW4 6DW,1996-2011,0
TW4 6EQ,1996-2011,0
TW4 6DS,1996-2011,0
TW4 6DX,1996-2011,0
