postcode,construction_age_band,in_conservation_area
HA8 7AF,2012-onwards,0
HA8 7BJ,2012-onwards,0
HA8 7JQ,1996-2011,0
HA8 7AA,1900-1929,0
HA8 7AW,1900-1929,0
NW9 7AG,2012-onwards,0
NW9 7AB,1996-2011,0
NW9 7AD,2012-onwards,0
NW9 7GD,2012-onwards,0
NW9 7AH,2012-onwards,0
NW9 7GB,2012-onwards,0
NW2 2EP,1967-1982,0
NW2 2DT,1950-1966,0
EN4 8FN,2012-onwards,0
EN4 8FJ,2012-onwards,0
EN4 8FL,2012-onwards,0
EN4 8FQ,2012-onwards,0
EN4 8FR,2012-onwards,0
N14 4HP,1930-1949,0
NW9 5EL,1900-1929,0
NW9 6DA,2012-onwards,0
NW9 5EU,1930-1949,0
NW9 5ES,1930-1949,0
NW9 5EX,1967-1982,0
NW9 6BY,1950-1966,0
NW9 5ET,1967-1982,0
N18 2TW,2012-onwards,1
N18 2FF,2012-onwards,0
N18 2YJ,1967-1982,1
N18 2SW,1967-1982,1
NW2 2DQ,2012-onwards,0
NW2 2SR,1967-1982,0
NW2 2SL,1930-1949,0
NW2 2SP,1950-1966,0
NW2 2SN,1930-1949,0
NW9 7BF,2012-onwards,0
NW9 7FY,2012-onwards,0
NW9 7FT,2012-onwards,0
NW9 7BX,2012-onwards,0
NW9 7FG,2012-onwards,0
NW9 7FZ,2012-onwards,0
NW9 4FH,2012-onwards,0
NW9 4FJ,2012-onwards,0
EN1 4BP,2012-onwards,0
EN1 4BQ,2012-onwards,0
EN1 4DN,2012-onwards,0
HA8 8EX,1996-2011,0
HA8 8GT,1996-2011,0
HA8 8AG,1950-1966,0
HA8 8NF,1996-2011,0
HA8 8LE,1996-2011,0
NW9 5ZF,2012-onwards,0
NW9 5ZG,2012-onwards,0
N2 9RQ,1950-1966,0
N2 9RE,1967-1982,0
N2 9AA,pre-1900,0
N13 6HS,1996-2011,0
N13 6HH,1930-1949,0
N13 6HN,1930-1949,0
EN3 4FP,2012-onwards,0
EN3 4FN,2012-onwards,0
EN3 4AL,1930-1949,0
EN3 4FL,2012-onwards,0
EN3 4FQ,2012-onwards,0
NW11 8EN,1900-1929,1
NW11 8EL,1900-1929,1
NW11 8EE,2012-onwards,1
NW11 8AQ,1996-2011,1
EN3 4JB,1930-1949,0
EN3 4HY,1930-1949,0
EN3 4JG,1900-1929,0
EN3 4JQ,1930-1949,0
EN3 4JA,1900-1929,0
NW9 5QF,2012-onwards,0
NW9 5WZ,2012-onwards,0
NW9 5XD,2012-onwards,0
NW9 5UZ,2012-onwards,0
NW9 5FD,2012-onwards,0
N18 1FE,2012-onwards,0
N18 1ES,1996-2011,0
N18 1FD,2012-onwards,0
NW9 5TF,2012-onwards,0
NW9 5YZ,1996-2011,0
EN5 1NZ,2012-onwards,0
EN5 1FJ,2012-onwards,0
EN5 1QJ,1996-2011,0
EN5 1JB,1930-1949,0
EN5 1RE,1950-1966,0
EN5 1TS,1967-1982,0
N18 1XF,1983-1995,0
N18 1ST,1983-1995,0
N18 1ET,2012-onwards,0
N18 1XG,1983-1995,0
N20 9BL,2012-onwards,0
N20 0LR,1983-1995,0
N20 0EX,1900-1929,0
N20 9HR,2012-onwards,0
N20 9HX,1930-1949,0
N20 9HS,1930-1949,0
N20 9FF,2012-onwards,0
N20 0LH,1983-1995,0
EN5 5TH,2012-onwards,0
EN5 5FZ,2012-onwards,0
EN5 5YR,1996-2011,0
EN5 5TJ,1950-1966,0
EN5 5SP,1996-2011,0
EN5 5SS,1996-2011,0
EN5 5SR,1996-2011,0
NW9 4BB,2012-onwards,0
NW9 4BG,2012-onwards,0
NW9 4BH,2012-onwards,0
NW9 4BA,2012-onwards,0
NW9 7EP,2012-onwards,0
EN1 1NN,1930-1949,0
EN1 1NW,1930-1949,0
NW9 6FF,2012-onwards,0
NW9 6BR,2012-onwards,0
NW9 5DR,1900-1929,0
NW9 6BU,1930-1949,0
N9 0TE,1950-1966,0
N9 0TG,1950-1966,0
N9 0TH,1950-1966,0
N9 0TN,1950-1966,0
EN3 4DW,pre-1900,0
EN3 4HX,1930-1949,0
EN3 4JN,1900-1929,0
EN3 4HF,1930-1949,0
EN3 4JH,1900-1929,0
EN3 4EG,1996-2011,0
EN3 4DF,1900-1929,0
EN3 4HB,1930-1949,0
EN3 4JW,1930-1949,0
EN3 4DR,1930-1949,0
NW7 1UT,2012-onwards,0
NW7 1UR,2012-onwards,0
NW7 1TB,2012-onwards,0
NW7 1TG,2012-onwards,0
NW7 1TL,2012-onwards,0
NW7 1UZ,2012-onwards,0
NW7 1TA,2012-onwards,0
NW7 1TD,2012-onwards,0
NW7 1UW,2012-onwards,0
NW7 1HY,1950-1966,0
NW7 1UU,2012-onwards,0
NW7 1TH,2012-onwards,0
NW7 1PQ,2012-onwards,0
NW7 1UP,2012-onwards,0
NW7 1TN,2012-onwards,0
NW7 1TE,2012-onwards,0
NW7 1JD,1930-1949,0
NW7 1UX,2012-onwards,0
NW7 1TJ,2012-onwards,0
NW7 1UQ,2012-onwards,0
NW7 1HX,1950-1966,0
NW7 1US,2012-onwards,0
NW7 1PU,2012-onwards,0
NW7 1JE,1930-1949,0
NW7 1JS,1930-1949,0
NW7 1JB,1930-1949,0
HA8 7LX,1996-2011,0
HA8 7LS,1930-1949,0
HA8 7NB,1930-1949,0
HA8 7LZ,1930-1949,0
HA8 7ND,1930-1949,0
NW9 5YW,2012-onwards,0
NW9 5SZ,2012-onwards,0
NW9 5XH,2012-onwards,0
NW9 4DT,2012-onwards,0
NW9 4BN,2012-onwards,0
NW9 4DU,2012-onwards,0
NW9 4AF,2012-onwards,0
NW9 4AS,2012-onwards,0
NW9 5ZD,2012-onwards,0
NW9 5XW,2012-onwards,0
NW9 5WF,1996-2011,0
NW9 5ZE,1996-2011,0
NW9 5XQ,2012-onwards,0
NW9 4EB,2012-onwards,0
NW9 4EF,2012-onwards,0
NW9 4DN,2012-onwards,0
NW9 4DP,2012-onwards,0
NW9 5HG,1996-2011,0
NW9 5PZ,1996-2011,0
NW9 5PY,2012-onwards,0
EN5 5JG,1900-1929,0
EN5 5DB,1900-1929,0
EN5 5DE,1967-1982,0
EN3 7AP,1967-1982,0
EN3 7AA,1900-1929,0
EN3 7AB,1996-2011,0
EN4 8DX,1930-1949,0
EN4 8HA,1900-1929,0
EN4 8DL,1900-1929,0
EN4 8DH,1930-1949,0
NW9 4AD,2012-onwards,0
NW9 4AJ,2012-onwards,0
NW9 4AE,2012-onwards,0
NW9 4AP,2012-onwards,0
NW9 4AQ,2012-onwards,0
NW9 4AR,2012-onwards,0
NW9 5WY,1996-2011,0
N13 4EF,2012-onwards,0
N13 4NS,1930-1949,0
N13 4EG,2012-onwards,0
N13 4EN,2012-onwards,0
N13 4NP,1930-1949,0
N13 4FE,2012-onwards,0
N18 2AA,1900-1929,0
N18 2AG,1900-1929,0
N18 2AE,1900-1929,0
N18 2RQ,1930-1949,0
N18 2AB,1930-1949,0
N18 2RG,1930-1949,0
N14 5EA,1930-1949,0
N14 5AS,1930-1949,0
N14 5BB,1930-1949,0
NW9 5NY,1950-1966,0
NW9 5LX,1967-1982,0
NW9 5NJ,1967-1982,0
NW9 5NL,2012-onwards,0
NW9 5LT,1950-1966,0
NW9 5RH,2012-onwards,0
NW9 5ND,1967-1982,0
NW9 5NB,pre-1900,0
NW9 5LU,1930-1949,0
NW9 5NN,1967-1982,0
NW9 5NA,1983-1995,0
NW9 5LY,1967-1982,0
NW9 5NH,1967-1982,0
NW9 5NU,1950-1966,0
NW7 1NN,2012-onwards,0
NW7 1RA,2012-onwards,0
NW7 1JZ,2012-onwards,0
N12 9JL,1900-1929,0
N12 9JN,pre-1900,0
N12 9JS,1930-1949,0
N12 9JP,1930-1949,0
N12 9JX,1967-1982,0
N12 9JT,pre-1900,0
NW9 5PW,1996-2011,0
NW9 5QX,1996-2011,0
NW9 5PQ,1996-2011,0
NW9 6EU,1930-1949,0
NW9 6HA,1967-1982,0
EN3 4RR,1950-1966,0
EN3 4RP,1900-1929,0
N13 4NT,1930-1949,0
NW9 5GJ,1967-1982,0
NW9 5GL,1967-1982,0
NW9 5GH,1967-1982,0
HA8 7NN,1900-1929,0
HA8 7NJ,1967-1982,0
HA8 7NH,1900-1929,0
HA8 7NE,1900-1929,0
HA8 7NF,1950-1966,0
HA8 7NW,1930-1949,0
HA8 7NG,1900-1929,0
HA8 7FR,1996-2011,0
HA8 7NL,1900-1929,0
N18 1XQ,1983-1995,0
N18 1FB,2012-onwards,0
N18 1XE,1983-1995,0
NW2 1BY,1900-1929,0
N21 1HX,1930-1949,1
N21 1HZ,1930-1949,0
EN5 1FF,2012-onwards,0
EN5 1PH,1930-1949,0
EN5 1NU,1996-2011,0
NW9 5QE,1996-2011,0
NW9 5QD,2012-onwards,0
NW11 8JY,2012-onwards,1
NW11 8LG,pre-1900,1
NW11 8AB,pre-1900,1
NW7 1FH,2012-onwards,0
NW7 1BG,2012-onwards,0
N13 6BN,1930-1949,0
N13 6BW,1950-1966,0
N13 6AF,2012-onwards,0
NW9 5DB,1996-2011,0
NW9 5LB,1930-1949,0
NW9 5EJ,1996-2011,0
NW9 5JA,1930-1949,0
NW9 5HA,1900-1929,0
NW9 4DX,2012-onwards,0
NW9 5LJ,1930-1949,0
NW9 5JB,1930-1949,0
NW2 2DL,2012-onwards,0
NW2 2DP,2012-onwards,0
NW2 2DW,2012-onwards,0
N20 0DY,2012-onwards,0
N20 0BF,2012-onwards,0
N20 0ER,2012-onwards,0
N20 0ND,1930-1949,0
N20 0LP,2012-onwards,0
N20 0RB,1900-1929,0
N20 0NE,1950-1966,0
EN3 4AX,1983-1995,0
EN3 4AW,1930-1949,0
EN3 4AB,1900-1929,0
EN3 4HH,1983-1995,0
EN3 4AS,1967-1982,0
EN1 1FZ,2012-onwards,0
EN1 1GF,2012-onwards,0
EN1 1YY,2012-onwards,0
EN1 1RT,1930-1949,0
EN1 1FY,2012-onwards,0
EN1 1GU,2012-onwards,0
NW9 4FB,2012-onwards,0
NW9 4EY,2012-onwards,0
NW9 4FN,2012-onwards,0
NW9 6SR,1967-1982,0
NW9 4DE,2012-onwards,0
NW9 4FA,2012-onwards,0
NW9 6RY,1930-1949,0
NW9 6RZ,1900-1929,0
NW9 6EB,1930-1949,0
NW9 6DY,1930-1949,0
NW9 4FL,2012-onwards,0
NW9 4EZ,2012-onwards,0
NW9 6ED,1930-1949,0
NW2 6GW,2012-onwards,0
NW2 6GQ,2012-onwards,0
NW2 6GN,2012-onwards,0
NW2 6GR,2012-onwards,0
NW2 6GP,2012-onwards,0
EN5 5EL,1900-1929,0
EN5 5JJ,1967-1982,0
EN5 1QX,1967-1982,0
EN5 5JW,1967-1982,0
EN5 5EN,1967-1982,0
EN5 1QS,1950-1966,0
EN5 1QL,1996-2011,0
EN5 1QG,pre-1900,0
NW9 5ZU,1996-2011,0
NW9 5ZR,1996-2011,0
N3 2JH,1900-1929,0
N3 2SB,1900-1929,0
N3 2LJ,1900-1929,0
N3 2LD,2012-onwards,0
N3 2JG,1950-1966,0
N3 2BF,1996-2011,0
NW9 5WQ,1996-2011,0
NW9 4BE,2012-onwards,0
NW9 5RJ,1967-1982,0
NW9 5EY,1930-1949,0
NW9 5JD,1996-2011,0
NW9 4BJ,2012-onwards,0
NW9 4BF,2012-onwards,0
NW9 4BD,2012-onwards,0
NW9 4GU,2012-onwards,0
NW9 7AA,1900-1929,0
NW4 3PQ,1950-1966,0
NW2 1DH,1930-1949,0
NW2 1DG,1930-1949,0
NW2 1BE,1930-1949,0
NW2 1BD,1950-1966,0
NW2 1AH,1930-1949,0
NW9 4EL,2012-onwards,0
NW9 4EG,2012-onwards,0
NW9 4EJ,2012-onwards,0
NW9 4EH,2012-onwards,0
NW9 4EQ,2012-onwards,0
NW9 4ES,2012-onwards,0
NW9 4FF,2012-onwards,0
NW9 5FB,2012-onwards,0
NW9 4FD,2012-onwards,0
NW9 4FE,2012-onwards,0
NW9 5LF,2012-onwards,0
NW9 4FG,2012-onwards,0
NW9 5NE,2012-onwards,0
NW9 5FU,1996-2011,0
EN3 4RS,1930-1949,0
EN3 4RT,1996-2011,0
NW9 5DL,2012-onwards,0
NW9 6FJ,1996-2011,0
NW9 6FH,2012-onwards,0
NW9 6FG,2012-onwards,0
NW9 5NG,2012-onwards,0
NW9 5AR,1930-1949,0
N3 1DH,1900-1929,0
N3 2FH,2012-onwards,0
N3 1TR,1900-1929,1
N3 1DP,1900-1929,1
N3 2LN,1930-1949,0
N3 1RT,1930-1949,1
EN5 1PB,1996-2011,0
EN5 1HR,2012-onwards,0
EN5 1NG,1930-1949,0
EN5 1LW,1950-1966,0
EN5 1QW,1996-2011,0
EN4 8RW,1900-1929,0
EN5 1FG,2012-onwards,0
EN5 1LP,1967-1982,0
NW9 5HH,1996-2011,0
NW9 5HD,1996-2011,0
NW9 5JG,2012-onwards,0
NW9 4AZ,2012-onwards,0
NW9 5HP,1996-2011,0
NW9 5GX,2012-onwards,0
NW9 4BP,2012-onwards,0
NW9 5SQ,2012-onwards,0
NW9 5XF,2012-onwards,0
NW9 5SW,2012-onwards,0
NW9 5YS,2012-onwards,0
NW9 4EX,2012-onwards,0
NW9 5HB,pre-1900,0
NW9 5EP,pre-1900,0
NW7 1NW,2012-onwards,0
NW7 1TP,2012-onwards,0
NW7 1TS,2012-onwards,0
NW7 1RY,2012-onwards,0
NW7 1TT,2012-onwards,0
NW7 1SZ,2012-onwards,0
NW7 1SX,2012-onwards,0
NW7 1TW,2012-onwards,0
NW7 1TQ,1930-1949,0
NW7 1TY,2012-onwards,0
NW7 1SA,2012-onwards,0
NW7 1TX,2012-onwards,0
NW7 1TU,2012-onwards,0
NW7 1QB,2012-onwards,0
NW7 1SY,1996-2011,0
NW7 1RZ,2012-onwards,0
EN5 3DD,2012-onwards,0
EN5 3HD,2012-onwards,0
NW9 5ZQ,1996-2011,0
NW9 4DF,2012-onwards,0
NW9 4BZ,2012-onwards,0
NW9 4DH,2012-onwards,0
NW9 4DG,2012-onwards,0
NW9 4DJ,2012-onwards,0
NW7 1RF,2012-onwards,0
HA8 8FN,2012-onwards,0
HA8 8FE,1996-2011,0
NW9 5QZ,1996-2011,0
NW9 5YQ,1996-2011,0
NW9 5ZA,1996-2011,0
NW9 5EW,1996-2011,0
NW9 5GW,1930-1949,0
NW9 5WT,1996-2011,0
NW9 5GE,1996-2011,0
NW9 5FA,1996-2011,0
NW9 5AF,2012-onwards,0
NW9 5XX,1996-2011,0
NW9 5NZ,1900-1929,0
NW4 3PN,1900-1929,0
NW4 3PR,1900-1929,0
N21 3BP,1930-1949,0
N21 3BS,1930-1949,0
N21 3BU,1930-1949,0
N21 3BT,1900-1929,0
N21 3BX,1930-1949,0
N21 3BL,1950-1966,0
N21 3BN,1930-1949,0
N21 3BJ,1930-1949,0
NW11 9TB,1900-1929,0
NW11 9SS,1900-1929,0
EN1 1NL,1930-1949,0
EN1 1NP,1930-1949,0
EN1 1NJ,1930-1949,0
EN3 7FY,1996-2011,0
EN3 7FS,1996-2011,0
EN3 7FW,1996-2011,0
EN3 7FX,1996-2011,0
EN3 7XH,pre-1900,0
HA8 8EY,1996-2011,0
HA8 8YT,1996-2011,0
HA8 8JA,1996-2011,0
HA8 8GX,1996-2011,0
EN5 5UR,2012-onwards,1
EN5 4BU,1983-1995,1
EN5 5XQ,1930-1949,0
EN5 4AY,1930-1949,1
EN5 4QS,pre-1900,1
NW9 5BT,1930-1949,0
NW9 5BX,1930-1949,0
NW9 5AP,1930-1949,0
NW9 5BY,1930-1949,0
NW9 5AT,1930-1949,0
HA8 0DP,1930-1949,0
EN3 6FZ,1996-2011,0
EN3 6FU,1983-1995,0
EN3 6FT,1996-2011,0
EN5 4AR,1967-1982,0
EN5 4EB,1930-1949,0
EN5 4AG,1930-1949,0
EN5 4AQ,1930-1949,0
EN5 3EP,1967-1982,0
EN5 4AH,1967-1982,0
NW9 5UF,2012-onwards,0
NW9 5ZW,2012-onwards,0
NW9 5US,2012-onwards,0
NW9 5ZJ,1996-2011,0
N13 4DY,2012-onwards,0
N13 4NN,pre-1900,0
N13 4NL,1950-1966,0
N13 4NJ,1900-1929,0
N13 4DZ,1996-2011,0
HA8 8GE,2012-onwards,0
N12 8LJ,1900-1929,0
N12 0BT,1983-1995,0
N12 0EE,2012-onwards,0
N12 0BP,1900-1929,0
N12 8LT,pre-1900,0
NW7 1SQ,2012-onwards,1
NW7 1SR,2012-onwards,1
NW7 1ST,2012-onwards,1
NW7 1EN,1900-1929,1
NW7 1EW,1996-2011,1
NW7 1SU,2012-onwards,1
NW7 1EZ,1996-2011,1
NW7 1EQ,2012-onwards,1
NW7 1SS,2012-onwards,1
NW7 1EF,1996-2011,1
NW7 1ES,1996-2011,1
NW7 1EG,1996-2011,1
EN1 4BT,2012-onwards,0
EN1 4JF,1983-1995,0
EN1 4JE,1983-1995,0
EN1 4UU,2012-onwards,0
EN1 4UX,1983-1995,0
NW9 4EU,2012-onwards,0
NW9 4EP,2012-onwards,0
NW9 4ET,2012-onwards,0
NW9 4EN,2012-onwards,0
NW9 4ER,2012-onwards,0
NW9 5WU,2012-onwards,0
N12 8DH,1900-1929,0
N12 7NN,1900-1929,0
N12 7NL,1900-1929,0
N12 8EB,1900-1929,0
NW4 3EX,1900-1929,0
NW4 3EY,1900-1929,0
EN3 4UQ,1967-1982,0
EN3 4UF,1930-1949,0
EN3 4UG,1967-1982,0
EN3 4FH,1996-2011,0
N12 9RT,1900-1929,0
N12 9RW,1967-1982,0
N12 9RS,1967-1982,0
N12 9RX,1930-1949,0
N12 9RU,1983-1995,0
N12 9RY,2012-onwards,0
N12 8QS,1950-1966,0
N12 9EJ,1930-1949,0
NW9 4DW,2012-onwards,0
NW9 4FQ,2012-onwards,0
NW9 4BY,2012-onwards,0
NW9 4FR,2012-onwards,0
NW9 4FP,2012-onwards,0
NW9 4DA,2012-onwards,0
NW9 6FB,2012-onwards,0
NW9 6FL,2012-onwards,0
NW9 6FE,2012-onwards,0
NW9 6FD,2012-onwards,0
NW9 6FA,1996-2011,0
NW2 1DR,2012-onwards,0
NW2 1DT,2012-onwards,0
NW2 1FA,2012-onwards,0
NW2 1FB,1996-2011,0
NW2 1FD,2012-onwards,0
EN3 4RJ,1967-1982,0
EN3 4RH,1930-1949,0
NW7 1QN,1900-1929,1
NW7 2RE,2012-onwards,0
NW7 2RZ,1967-1982,1
NW7 2RS,1983-1995,0
NW7 1RB,pre-1900,1
NW7 1QH,1930-1949,1
NW7 1QL,1900-1929,1
NW7 1QY,1967-1982,1
NW7 1EL,2012-onwards,1
NW7 2RP,1967-1982,1
NW7 2RY,1967-1982,1
NW7 1QJ,1900-1929,1
NW7 1RD,1950-1966,1
NW7 1RE,pre-1900,1
NW7 2RT,pre-1900,1
NW7 1RG,1900-1929,1
NW7 1NR,1930-1949,1
NW7 2RU,1900-1929,1
N18 2JG,1900-1929,0
N18 2AF,1900-1929,0
N18 2BT,1900-1929,0
N20 0BH,2012-onwards,0
N20 0EG,1950-1966,0
NW9 5RD,1996-2011,0
NW9 5RE,1983-1995,0
NW9 5SF,1996-2011,0
NW7 2LA,1967-1982,0
N18 1FA,2012-onwards,0
N14 5AF,1996-2011,0
N14 5AG,1930-1949,0
N14 5AL,1996-2011,0
N14 5AE,1996-2011,0
N14 5AW,1996-2011,0
N14 5AR,1900-1929,0
EN3 4UL,1967-1982,0
EN3 4FX,2012-onwards,0
EN3 4GD,2012-onwards,0
EN3 4UJ,1996-2011,0
EN3 4TF,1900-1929,1
EN3 4XX,1930-1949,0
EN3 4TA,1967-1982,0
EN3 7UL,1930-1949,0
EN3 4UH,2012-onwards,0
N9 0TP,1996-2011,0
N9 0HZ,1950-1966,0
N9 0TR,1996-2011,0
N9 0TQ,1996-2011,0
N9 0HY,1967-1982,0
N9 0HW,1900-1929,0
NW9 4AL,2012-onwards,0
NW9 4AN,2012-onwards,0
NW9 4AG,2012-onwards,0
NW9 4AU,2012-onwards,0
NW9 4AT,2012-onwards,0
NW9 4AH,2012-onwards,0
NW9 4AA,2012-onwards,0
NW9 4AB,2012-onwards,0
NW9 5EG,1900-1929,0
NW9 5WD,1996-2011,0
NW9 5DS,1983-1995,0
NW9 5EH,1930-1949,0
NW9 5DY,1930-1949,0
NW9 5DX,1996-2011,0
NW9 5RQ,1983-1995,0
NW9 5WX,1996-2011,0
NW9 4EE,2012-onwards,0
NW9 4DS,2012-onwards,0
NW9 4DR,2012-onwards,0
NW9 4DL,2012-onwards,0
NW9 6EF,1983-1995,0
NW9 4ED,2012-onwards,0
NW9 4BX,2012-onwards,0
NW9 4DQ,2012-onwards,0
NW9 6DW,1996-2011,0
EN4 8DS,1900-1929,0
EN4 8JF,1950-1966,0
EN4 8DP,1900-1929,0
EN4 8DA,1950-1966,0
EN4 8DR,1967-1982,0
EN4 8JG,1967-1982,0
NW9 5JW,1996-2011,0
NW9 5HW,1996-2011,0
NW9 4BL,2012-onwards,0
NW9 4AX,2012-onwards,0
NW9 4AW,2012-onwards,0
NW9 7FA,2012-onwards,0
NW9 7FB,2012-onwards,0
NW9 7DY,1900-1929,0
NW9 7FL,2012-onwards,0
NW9 7GF,2012-onwards,0
NW9 7FN,2012-onwards,0
NW9 7FW,2012-onwards,0
NW9 7FQ,2012-onwards,0
NW9 7EQ,2012-onwards,0
NW9 7FX,2012-onwards,0
NW9 7EA,1900-1929,0
NW4 3QB,1900-1929,0
NW9 7EH,1900-1929,0
NW9 7EG,2012-onwards,0
NW9 7FS,2012-onwards,0
NW9 7EE,1930-1949,0
NW9 7FP,2012-onwards,0
NW9 7ED,1930-1949,0
NW9 7GE,2012-onwards,0
NW9 7EN,1900-1929,0
NW9 7EB,1900-1929,0
NW9 7GA,2012-onwards,0
NW9 7FR,2012-onwards,0
NW9 6QA,1930-1949,0
NW9 6RJ,1950-1966,0
NW9 6RA,1900-1929,0
NW9 6QY,2012-onwards,0
NW9 6QT,1930-1949,0
NW9 6QU,1930-1949,0
NW9 6EP,1930-1949,0
NW9 6ER,1930-1949,0
NW9 6QD,1983-1995,0
NW9 6QB,1996-2011,0
NW9 6NX,1930-1949,0
NW9 6PA,1930-1949,0
NW9 6ET,1930-1949,0
NW9 6EX,1930-1949,0
NW9 6EN,1930-1949,0
NW9 6ES,1950-1966,0
NW4 3NS,1996-2011,0
NW4 3NH,1930-1949,0
NW4 3QR,1967-1982,0
NW4 3QJ,1930-1949,0
NW4 3QU,1930-1949,0
NW4 3QN,1930-1949,0
NW4 3QS,1930-1949,0
NW4 3NE,2012-onwards,0
NW4 3QH,1930-1949,0
NW4 3QP,1900-1929,0
NW4 3QT,1930-1949,0
NW4 3QX,1900-1929,0
NW4 3LH,1900-1929,0
NW4 3LU,1900-1929,0
NW4 3LN,1930-1949,0
NW4 3UU,1930-1949,0
NW4 3JJ,1900-1929,0
NW4 3UT,1996-2011,0
NW4 3JL,1900-1929,0
NW4 3LP,1930-1949,0
NW4 3XY,1900-1929,0
NW10 4AL,1996-2011,0
NW10 4AP,1930-1949,0
NW10 4AY,pre-1900,0
NW10 4BB,pre-1900,0
NW10 4AS,pre-1900,0
NW10 4AT,pre-1900,0
NW10 4AR,pre-1900,0
NW10 4AU,1900-1929,0
NW6 5AJ,1967-1982,0
NW6 5QH,1967-1982,0
NW6 5GR,2012-onwards,0
NW6 5HQ,1996-2011,0
NW6 5GW,2012-onwards,0
NW6 5QJ,1967-1982,0
NW6 5GS,2012-onwards,0
NW6 5GX,2012-onwards,0
NW6 5HW,1967-1982,0
NW6 5GQ,2012-onwards,0
NW6 5HE,1900-1929,0
HA9 0LD,2012-onwards,0
HA9 6JU,1930-1949,0
HA9 6PZ,1930-1949,0
HA9 6PX,1930-1949,0
HA9 0BF,2012-onwards,0
HA9 6PY,1930-1949,0
HA9 6ND,1930-1949,0
HA9 0RZ,1967-1982,0
HA9 0LQ,1967-1982,0
N10 1EL,1930-1949,0
N10 1QH,1930-1949,0
N10 1EE,1930-1949,0
N10 1EG,1930-1949,0
N10 1PX,1930-1949,0
N10 1EH,1930-1949,0
N10 1EJ,1967-1982,0
N10 1PY,1930-1949,0
N4 1EE,1900-1929,0
N4 1EQ,1900-1929,0
N4 2DF,1996-2011,0
N4 2NQ,pre-1900,0
N4 1BZ,2012-onwards,0
N17 6LL,1967-1982,0
N17 6NS,1900-1929,0
N17 6NU,1930-1949,0
HA9 0QY,1930-1949,0
HA9 0QZ,1930-1949,0
HA9 0QX,1900-1929,0
HA9 7JT,1996-2011,0
HA9 7JA,1900-1929,0
HA9 7BW,1996-2011,0
HA9 7JE,1950-1966,0
HA9 7BU,1996-2011,0
HA9 7BF,1996-2011,0
HA9 7HU,1900-1929,0
NW10 7GX,2012-onwards,0
NW10 7JQ,2012-onwards,0
NW10 7GY,2012-onwards,0
NW10 7GL,2012-onwards,0
NW10 7GS,2012-onwards,0
NW10 7GZ,2012-onwards,0
NW10 7GT,2012-onwards,0
NW10 7JD,2012-onwards,0
NW10 7FZ,2012-onwards,0
NW10 7GB,2012-onwards,0
NW2 3AX,1930-1949,1
NW10 2BX,1900-1929,0
NW10 2QX,pre-1900,0
NW10 2QU,1900-1929,0
NW10 2SL,1900-1929,1
NW10 2QY,1996-2011,0
HA0 1QW,2012-onwards,0
HA0 1HR,1930-1949,0
HA0 1QY,2012-onwards,0
HA0 1RG,2012-onwards,0
HA0 1RL,2012-onwards,0
HA0 1ED,2012-onwards,0
HA9 8RU,1996-2011,0
HA9 8PG,1996-2011,0
HA9 8FD,2012-onwards,0
HA9 8FG,2012-onwards,0
HA9 8FE,2012-onwards,0
HA9 8FH,2012-onwards,0
HA9 8LR,1983-1995,0
N17 9FJ,1996-2011,0
N17 9FN,1996-2011,0
N17 0DP,1967-1982,0
N17 0DZ,1967-1982,0
NW2 7EU,1900-1929,0
NW2 7HR,1900-1929,0
NW2 7HN,1930-1949,0
NW2 7HP,1930-1949,0
NW2 7HL,1930-1949,0
NW2 7JH,1930-1949,0
NW2 7HS,1930-1949,0
HA0 4LR,1930-1949,0
HA0 4LW,1996-2011,0
HA0 4GD,1996-2011,0
HA0 4EJ,1996-2011,0
HA0 4GG,1996-2011,0
HA0 4PH,1930-1949,0
HA9 0AD,1950-1966,0
HA9 0FG,2012-onwards,0
HA9 0UU,2012-onwards,0
HA9 0RU,2012-onwards,0
HA9 0NE,2012-onwards,0
HA9 0PP,2012-onwards,0
HA9 0PL,1996-2011,0
HA9 0BT,2012-onwards,0
HA9 0GA,2012-onwards,0
HA9 0AE,1930-1949,0
NW10 8EY,1996-2011,0
NW10 8LN,2012-onwards,0
NW10 8LY,1996-2011,0
NW10 8DQ,1996-2011,0
NW10 8GS,2012-onwards,0
NW10 8GD,2012-onwards,0
NW10 8BE,1996-2011,0
NW10 8BW,1996-2011,0
N15 4GD,2012-onwards,0
N15 4LE,pre-1900,1
N15 4EG,1950-1966,0
N15 4GE,2012-onwards,0
N15 4SL,2012-onwards,1
N15 4FS,2012-onwards,1
N15 4LD,1930-1949,1
HA8 5FQ,2012-onwards,0
HA8 5FB,1996-2011,0
HA8 5JT,1983-1995,0
HA8 5LD,1930-1949,0
HA8 5LE,1930-1949,0
HA8 5JZ,1930-1949,0
HA8 5HY,1930-1949,0
HA0 4BP,1930-1949,0
HA0 4JU,1930-1949,0
HA0 4BX,1930-1949,0
HA0 4BU,2012-onwards,0
NW10 7GR,2012-onwards,0
NW10 7GP,2012-onwards,0
NW10 7GQ,2012-onwards,0
NW10 7GN,2012-onwards,0
NW10 7FL,1996-2011,0
NW10 7AE,1930-1949,0
NW10 7TR,1996-2011,0
NW10 7RT,1900-1929,0
NW10 7AD,1900-1929,0
NW10 7NH,1930-1949,0
NW10 7GH,1950-1966,0
